pcon,pcon_name,region,country,con_est,con_low,con_high,lab_est,lab_low,lab_high,ld_est,ld_low,ld_high,ref_est,ref_low,ref_high,grn_est,grn_low,grn_high,oth_est,oth_low,oth_high,pc_est,pc_low,pc_high,snp_est,snp_low,snp_high,Seat category
E14001574,West Bromwich,West Midlands,England,27.69%,20.42%,34.33%,46.23%,37.89%,54.09%,4.06%,1.65%,9.15%,14.87%,8.09%,25.02%,4.56%,1.91%,9.83%,1.65%,0.98%,2.77%,NA,NA,NA,NA,NA,NA, likely lab
E14001575,West Dorset,South West,England,34.70%,25.83%,42.38%,11.63%,6.64%,17.02%,49.32%,38.97%,62.38%,NA,NA,NA,3.63%,1.63%,7.09%,0.27%,0.14%,0.54%,NA,NA,NA,NA,NA,NA, likely ld
E14001576,West Ham and Beckton,London,England,9.67%,7.09%,12.67%,67.99%,58.86%,76.02%,3.91%,1.75%,8.28%,5.26%,2.59%,9.23%,9.16%,4.75%,17.14%,3.11%,1.89%,4.89%,NA,NA,NA,NA,NA,NA, strong lab
E14001577,West Lancashire,North West,England,19.53%,14.56%,25.32%,58.02%,48.79%,66.34%,4.09%,1.43%,9.54%,11.40%,5.70%,18.68%,5.94%,2.65%,12.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001578,West Suffolk,Eastern,England,30.72%,23.62%,37.98%,33.03%,25.98%,41.35%,8.39%,4.30%,15.02%,20.63%,12.45%,30.74%,5.85%,2.85%,10.77%,0.37%,0.21%,0.62%,NA,NA,NA,NA,NA,NA, toss up
E14001579,West Worcestershire,West Midlands,England,34.57%,27.01%,42.13%,27.83%,20.28%,37.14%,15.56%,8.72%,25.60%,15.96%,8.63%,26.20%,4.65%,2.09%,9.64%,0.38%,0.20%,0.70%,NA,NA,NA,NA,NA,NA, lean con
E14001580,Westmorland and Lonsdale,North West,England,26.26%,19.83%,32.75%,12.49%,7.65%,18.57%,48.42%,38.73%,58.20%,9.46%,4.94%,15.86%,2.43%,0.98%,5.56%,0.32%,0.15%,0.64%,NA,NA,NA,NA,NA,NA, strong ld
E14001581,Weston-super-Mare,South West,England,33.30%,26.75%,40.68%,44.30%,35.53%,52.81%,5.11%,2.18%,11.36%,9.74%,4.73%,17.57%,6.36%,3.03%,12.27%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001582,Wetherby and Easingwold,Yorkshire and The Humber,England,37.96%,29.74%,44.93%,33.52%,25.64%,43.37%,7.22%,3.13%,14.18%,15.48%,9.25%,24.77%,4.33%,1.84%,8.50%,0.43%,0.24%,0.76%,NA,NA,NA,NA,NA,NA, toss up
E14001583,Whitehaven and Workington,North West,England,22.10%,16.50%,27.53%,54.48%,47.76%,62.02%,2.46%,0.98%,5.20%,17.02%,10.27%,25.30%,3.36%,1.52%,6.31%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001584,Widnes and Halewood,North West,England,11.23%,7.90%,14.81%,63.88%,55.11%,71.55%,4.59%,1.87%,11.02%,12.12%,6.82%,19.60%,6.29%,2.77%,11.99%,0.91%,0.48%,1.67%,NA,NA,NA,NA,NA,NA, strong lab
E14001585,Wigan,North West,England,15.46%,10.40%,20.32%,54.30%,44.62%,63.79%,4.78%,1.78%,10.75%,18.34%,11.13%,28.09%,5.45%,2.32%,11.75%,0.77%,0.44%,1.35%,NA,NA,NA,NA,NA,NA, strong lab
E14001586,Wimbledon,London,England,23.97%,18.41%,30.39%,32.23%,23.20%,43.07%,32.60%,21.37%,44.50%,6.02%,2.60%,11.67%,2.90%,1.21%,6.59%,1.37%,0.81%,2.26%,NA,NA,NA,NA,NA,NA, toss up
E14001587,Winchester,South East,England,32.18%,25.03%,39.25%,11.34%,6.48%,18.13%,43.27%,33.71%,53.85%,7.41%,3.51%,13.72%,4.61%,2.07%,9.37%,0.34%,0.19%,0.60%,NA,NA,NA,NA,NA,NA, likely ld
E14001588,Windsor,South East,England,34.29%,27.06%,41.49%,31.74%,23.29%,42.59%,16.58%,8.48%,27.59%,10.08%,5.08%,18.00%,5.52%,2.25%,11.18%,0.85%,0.50%,1.42%,NA,NA,NA,NA,NA,NA, toss up
E14001589,Wirral West,North West,England,23.01%,17.85%,28.19%,60.55%,53.26%,69.00%,2.98%,1.25%,6.65%,9.05%,4.63%,16.17%,3.57%,1.39%,7.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001590,Witham,Eastern,England,32.13%,23.81%,40.34%,31.10%,23.94%,39.27%,5.68%,2.70%,10.47%,24.03%,14.62%,35.67%,5.75%,2.69%,10.07%,0.29%,0.16%,0.48%,NA,NA,NA,NA,NA,NA, toss up
E14001591,Witney,South East,England,32.82%,24.47%,40.20%,18.56%,12.44%,26.33%,30.94%,21.54%,43.17%,12.89%,6.71%,21.50%,3.34%,1.36%,7.28%,0.30%,0.17%,0.50%,NA,NA,NA,NA,NA,NA, toss up
E14001592,Woking,South East,England,29.83%,23.69%,36.71%,29.63%,20.67%,41.19%,24.52%,14.83%,36.26%,8.96%,4.70%,16.21%,4.82%,2.09%,9.79%,0.80%,0.48%,1.41%,NA,NA,NA,NA,NA,NA, toss up
E14001593,Wokingham,South East,England,33.99%,26.30%,41.06%,19.98%,13.73%,28.98%,31.40%,21.60%,42.54%,9.59%,4.86%,17.19%,3.64%,1.57%,7.36%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001594,Wolverhampton North East,West Midlands,England,29.59%,22.97%,36.42%,51.53%,43.64%,60.63%,2.79%,0.93%,6.75%,12.69%,6.64%,20.01%,2.56%,0.97%,5.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001595,Wolverhampton South East,West Midlands,England,24.36%,18.90%,30.16%,53.45%,45.90%,61.12%,3.28%,1.22%,8.00%,11.81%,6.08%,19.53%,4.43%,1.85%,9.10%,1.76%,0.98%,3.02%,NA,NA,NA,NA,NA,NA, strong lab
E14001596,Wolverhampton West,West Midlands,England,27.28%,21.10%,33.19%,50.80%,43.02%,57.95%,3.40%,1.22%,8.09%,12.68%,7.14%,21.06%,3.40%,1.39%,7.92%,1.75%,1.00%,2.89%,NA,NA,NA,NA,NA,NA, strong lab
E14001597,Worcester,West Midlands,England,24.50%,17.98%,30.17%,56.68%,47.28%,64.79%,3.35%,1.26%,7.65%,10.64%,5.41%,18.61%,3.53%,1.48%,7.14%,0.57%,0.33%,0.96%,NA,NA,NA,NA,NA,NA, strong lab
E14001598,Worsley and Eccles,North West,England,20.37%,15.14%,25.82%,52.32%,43.83%,60.40%,3.66%,1.44%,8.61%,15.67%,8.93%,24.36%,6.15%,3.08%,11.45%,0.87%,0.53%,1.40%,NA,NA,NA,NA,NA,NA, strong lab
E14001599,Worthing West,South East,England,33.49%,27.06%,40.23%,43.80%,35.45%,51.76%,5.08%,2.06%,10.80%,11.72%,6.14%,19.72%,4.57%,2.07%,8.87%,0.47%,0.29%,0.76%,NA,NA,NA,NA,NA,NA, likely lab
E14001600,Wycombe,South East,England,26.09%,20.90%,31.86%,47.57%,38.07%,55.80%,7.88%,3.64%,14.92%,8.99%,4.51%,15.71%,7.05%,3.31%,13.67%,1.30%,0.80%,2.20%,NA,NA,NA,NA,NA,NA, strong lab
E14001601,Wyre Forest,West Midlands,England,32.57%,24.27%,39.87%,37.31%,29.32%,45.67%,4.58%,1.91%,9.95%,20.69%,12.00%,32.32%,3.46%,1.64%,6.82%,0.30%,0.17%,0.52%,NA,NA,NA,NA,NA,NA, toss up
E14001602,Wythenshawe and Sale East,North West,England,16.97%,12.42%,22.37%,56.80%,46.96%,65.45%,5.59%,2.25%,12.01%,10.44%,5.42%,18.64%,6.56%,2.90%,14.11%,2.19%,1.28%,3.60%,NA,NA,NA,NA,NA,NA, strong lab
E14001603,Yeovil,South West,England,32.62%,25.39%,40.00%,14.27%,9.23%,21.16%,35.02%,26.08%,45.60%,13.36%,7.57%,21.74%,3.47%,1.47%,6.96%,0.27%,0.14%,0.50%,NA,NA,NA,NA,NA,NA, toss up
E14001604,York Central,Yorkshire and The Humber,England,12.25%,9.01%,15.54%,59.64%,49.83%,68.49%,6.25%,2.93%,12.13%,6.68%,3.37%,12.35%,12.71%,6.86%,21.62%,1.42%,0.86%,2.31%,NA,NA,NA,NA,NA,NA, strong lab
E14001605,York Outer,Yorkshire and The Humber,England,30.00%,23.43%,36.59%,50.63%,41.48%,59.76%,6.46%,2.70%,13.29%,8.52%,4.17%,16.50%,2.89%,1.21%,6.00%,0.39%,0.23%,0.68%,NA,NA,NA,NA,NA,NA, strong lab
S14000006,"Ayr, Carrick and Cumnock",Scotland,Scotland,20.10%,15.21%,24.68%,36.67%,27.87%,46.51%,3.66%,1.56%,7.93%,3.88%,1.65%,7.86%,2.05%,0.88%,4.37%,1.18%,0.77%,1.82%,NA,NA,NA,31.60%,25.76%,37.74%, lean lab
S14000008,"Berwickshire, Roxburgh and Selkirk",Scotland,Scotland,34.27%,29.05%,39.94%,17.00%,12.14%,22.99%,9.40%,5.33%,14.67%,3.19%,1.27%,7.37%,1.76%,0.76%,3.71%,1.05%,0.58%,1.85%,NA,NA,NA,32.40%,27.40%,37.67%, toss up
S14000010,Central Ayrshire,Scotland,Scotland,19.22%,15.28%,24.15%,35.11%,26.31%,45.97%,4.37%,1.69%,9.94%,4.64%,2.03%,9.02%,1.93%,0.68%,4.99%,1.23%,0.78%,1.86%,NA,NA,NA,32.39%,25.90%,38.23%, toss up
S14000021,East Renfrewshire,Scotland,Scotland,20.51%,15.92%,25.17%,35.97%,26.83%,45.85%,5.71%,2.58%,10.52%,4.17%,1.89%,8.36%,1.68%,0.64%,3.87%,1.36%,0.78%,2.21%,NA,NA,NA,29.76%,23.35%,36.15%, lean lab
S14000027,Na h-Eileanan an Iar,Scotland,Scotland,10.52%,4.45%,19.56%,26.83%,12.68%,45.65%,2.01%,0.46%,7.30%,8.07%,2.29%,22.86%,NA,NA,NA,2.72%,1.11%,6.45%,NA,NA,NA,46.60%,28.79%,64.68%, likely snp
S14000040,Kilmarnock and Loudoun,Scotland,Scotland,11.16%,8.29%,14.41%,42.09%,33.34%,52.25%,2.81%,1.03%,6.28%,5.81%,2.61%,10.97%,1.93%,0.77%,4.42%,1.14%,0.70%,1.76%,NA,NA,NA,34.21%,27.22%,40.90%, lean lab
S14000045,Midlothian,Scotland,Scotland,12.01%,8.83%,15.53%,46.77%,37.42%,56.58%,3.19%,1.18%,7.18%,3.29%,1.26%,6.99%,NA,NA,NA,1.30%,0.76%,2.10%,NA,NA,NA,32.78%,26.13%,40.59%, likely lab
S14000048,North Ayrshire and Arran,Scotland,Scotland,15.10%,11.82%,18.94%,35.10%,27.15%,45.12%,4.24%,1.61%,8.92%,5.03%,2.48%,9.81%,4.15%,1.91%,8.46%,1.20%,0.78%,1.79%,NA,NA,NA,34.06%,27.60%,40.14%, toss up
S14000051,Orkney and Shetland,Scotland,Scotland,8.40%,5.19%,13.34%,14.94%,8.14%,25.42%,44.55%,30.91%,57.66%,2.49%,0.71%,6.72%,3.68%,1.29%,9.01%,NA,NA,NA,NA,NA,NA,24.83%,17.09%,32.48%, strong ld
S14000058,West Aberdeenshire and Kincardine,Scotland,Scotland,28.07%,22.09%,34.08%,19.46%,12.67%,28.09%,13.17%,7.08%,21.70%,4.02%,1.69%,8.97%,1.98%,0.83%,4.81%,1.13%,0.62%,1.98%,NA,NA,NA,31.20%,25.77%,36.29%, toss up
S14000060,Aberdeen North,Scotland,Scotland,12.94%,9.66%,16.92%,30.46%,22.60%,38.69%,4.64%,1.92%,8.71%,6.58%,3.34%,11.78%,2.91%,1.26%,6.15%,2.18%,1.37%,3.27%,NA,NA,NA,39.73%,32.85%,45.86%, lean snp
S14000061,Aberdeen South,Scotland,Scotland,19.20%,15.33%,23.32%,27.31%,19.91%,35.49%,8.61%,4.90%,14.13%,4.05%,1.79%,8.36%,3.59%,1.58%,7.29%,2.20%,1.44%,3.28%,NA,NA,NA,34.12%,28.14%,40.32%, lean snp
S14000062,Aberdeenshire North and Moray East,Scotland,Scotland,26.37%,18.82%,34.79%,16.15%,9.39%,26.65%,3.87%,1.39%,10.03%,11.03%,5.06%,21.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.78%,31.99%,49.84%, likely snp
S14000063,Airdrie and Shotts,Scotland,Scotland,7.27%,5.02%,10.15%,54.74%,45.04%,64.34%,1.57%,0.51%,4.48%,3.64%,1.53%,8.46%,NA,NA,NA,1.15%,0.67%,2.01%,NA,NA,NA,30.88%,23.35%,37.73%, strong lab
S14000064,Alloa and Grangemouth,Scotland,Scotland,5.96%,2.39%,12.32%,39.58%,28.61%,53.54%,1.29%,0.28%,4.56%,8.13%,2.86%,16.84%,1.70%,0.42%,4.82%,2.29%,1.10%,4.76%,NA,NA,NA,39.28%,28.26%,50.35%, toss up
S14000065,Angus and Perthshire Glens,Scotland,Scotland,24.22%,19.36%,29.28%,18.79%,12.48%,26.55%,7.16%,3.52%,12.70%,6.22%,2.63%,12.22%,NA,NA,NA,1.10%,0.60%,2.05%,NA,NA,NA,41.62%,35.74%,47.68%, likely snp
S14000066,Arbroath and Broughty Ferry,Scotland,Scotland,14.83%,10.79%,18.79%,34.54%,25.91%,43.60%,4.73%,1.92%,9.52%,8.56%,4.47%,15.44%,NA,NA,NA,1.20%,0.74%,1.86%,NA,NA,NA,35.60%,29.41%,41.50%, toss up
S14000067,"Argyll, Bute and South Lochaber",Scotland,Scotland,21.09%,16.85%,25.67%,26.17%,19.69%,34.46%,10.25%,5.95%,15.74%,4.14%,1.82%,7.97%,NA,NA,NA,1.14%,0.70%,1.84%,NA,NA,NA,36.55%,30.81%,42.08%, likely snp
S14000068,Bathgate and Linlithgow,Scotland,Scotland,11.53%,8.36%,14.86%,40.34%,30.60%,50.58%,7.13%,3.35%,12.91%,6.29%,3.07%,12.57%,3.25%,1.21%,6.73%,1.21%,0.71%,1.91%,NA,NA,NA,29.28%,23.42%,35.89%, likely lab
S14000069,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,11.13%,7.58%,15.31%,12.15%,7.13%,18.96%,42.03%,32.31%,52.34%,2.37%,0.92%,5.45%,2.91%,1.20%,6.40%,0.90%,0.44%,1.68%,NA,NA,NA,27.72%,21.28%,33.38%, likely ld
S14000070,Coatbridge and Bellshill,Scotland,Scotland,4.85%,3.19%,6.83%,54.15%,45.56%,64.14%,1.02%,0.32%,2.78%,2.69%,1.19%,5.94%,2.97%,1.17%,6.28%,1.17%,0.67%,1.98%,NA,NA,NA,32.09%,25.56%,39.42%, strong lab
S14000071,Cowdenbeath and Kirkcaldy,Scotland,Scotland,8.86%,3.54%,17.86%,40.79%,23.94%,59.46%,2.30%,0.53%,7.86%,4.85%,1.28%,14.07%,9.18%,2.93%,22.07%,3.09%,1.49%,6.15%,NA,NA,NA,27.97%,14.95%,42.68%, likely lab
S14000072,Cumbernauld and Kirkintilloch,Scotland,Scotland,7.80%,5.64%,10.89%,44.07%,35.18%,53.39%,2.22%,0.86%,4.99%,4.25%,1.80%,8.64%,3.11%,1.37%,6.48%,NA,NA,NA,NA,NA,NA,37.60%,30.58%,45.10%, lean lab
S14000073,Dumfries and Galloway,Scotland,Scotland,26.82%,21.48%,31.95%,24.09%,16.94%,32.66%,6.27%,3.01%,12.27%,4.59%,2.03%,9.97%,4.12%,1.89%,9.25%,1.12%,0.60%,1.88%,NA,NA,NA,31.75%,25.56%,37.13%, lean snp
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,32.15%,25.79%,37.82%,19.58%,13.28%,26.81%,8.70%,4.45%,14.49%,3.50%,1.38%,7.89%,2.61%,1.12%,5.85%,1.08%,0.59%,1.96%,NA,NA,NA,31.41%,26.15%,36.96%, toss up
S14000075,Dundee Central,Scotland,Scotland,5.24%,3.28%,8.22%,38.18%,29.44%,47.70%,3.20%,1.23%,6.96%,7.52%,3.34%,15.19%,NA,NA,NA,2.18%,1.28%,3.55%,NA,NA,NA,42.47%,34.19%,50.22%, toss up
S14000076,Dunfermline and Dollar,Scotland,Scotland,10.17%,7.37%,13.95%,45.54%,36.12%,56.20%,6.28%,2.81%,12.39%,4.85%,2.26%,9.53%,2.72%,1.04%,5.88%,1.22%,0.67%,2.16%,NA,NA,NA,28.21%,20.83%,34.81%, likely lab
S14000077,East Kilbride and Strathaven,Scotland,Scotland,10.69%,7.57%,13.93%,45.10%,35.31%,56.46%,3.47%,1.10%,8.25%,3.84%,1.66%,7.91%,3.78%,1.58%,7.75%,1.26%,0.76%,2.13%,NA,NA,NA,30.64%,23.88%,37.18%, likely lab
S14000078,Edinburgh East and Musselburgh,Scotland,Scotland,6.46%,4.55%,8.47%,40.01%,32.24%,48.39%,3.28%,1.48%,6.54%,3.47%,1.57%,6.83%,8.07%,4.29%,13.81%,2.29%,1.46%,3.60%,NA,NA,NA,35.51%,29.11%,41.57%, toss up
S14000079,Edinburgh North and Leith,Scotland,Scotland,6.67%,4.57%,9.24%,42.60%,34.32%,51.13%,7.30%,3.95%,12.16%,1.81%,0.75%,4.02%,6.98%,3.70%,11.59%,2.97%,1.74%,4.81%,NA,NA,NA,31.05%,24.84%,37.27%, likely lab
S14000080,Edinburgh South,Scotland,Scotland,8.88%,5.83%,12.57%,51.36%,42.43%,60.61%,6.37%,3.22%,11.49%,1.32%,0.30%,3.87%,9.91%,4.72%,17.80%,2.33%,1.40%,3.77%,NA,NA,NA,18.78%,13.76%,24.70%, strong lab
S14000081,Edinburgh South West,Scotland,Scotland,10.61%,7.60%,14.15%,41.02%,32.20%,50.15%,5.26%,2.36%,10.07%,4.24%,1.85%,8.16%,4.08%,1.92%,7.90%,2.19%,1.43%,3.35%,NA,NA,NA,31.79%,25.14%,37.61%, lean lab
S14000082,Edinburgh West,Scotland,Scotland,12.60%,9.08%,17.10%,19.12%,12.61%,27.26%,37.54%,29.19%,46.23%,1.44%,0.42%,3.59%,5.51%,2.53%,10.39%,1.76%,1.05%,2.94%,NA,NA,NA,21.20%,15.43%,27.16%, likely ld
S14000083,Falkirk,Scotland,Scotland,12.48%,9.07%,16.00%,35.02%,26.05%,45.12%,3.98%,1.63%,8.53%,4.98%,2.35%,10.57%,3.91%,1.62%,7.90%,1.22%,0.75%,1.95%,NA,NA,NA,37.20%,30.29%,43.79%, toss up
S14000084,Glasgow East,Scotland,Scotland,5.07%,3.21%,7.02%,43.97%,34.79%,52.73%,1.19%,0.40%,3.07%,2.52%,0.99%,5.99%,5.58%,2.66%,11.01%,2.70%,1.35%,4.88%,NA,NA,NA,38.00%,30.94%,45.60%, lean lab
S14000085,Glasgow North,Scotland,Scotland,3.57%,2.27%,5.41%,45.27%,36.56%,54.63%,1.89%,0.60%,4.42%,2.46%,1.04%,5.30%,7.88%,4.26%,14.11%,2.91%,1.56%,4.97%,NA,NA,NA,34.99%,27.90%,42.43%, likely lab
S14000086,Glasgow North East,Scotland,Scotland,4.08%,2.50%,6.00%,47.19%,37.48%,57.33%,1.13%,0.37%,3.19%,2.57%,1.07%,6.25%,5.10%,2.19%,10.40%,2.42%,1.12%,4.60%,NA,NA,NA,36.46%,28.43%,44.85%, likely lab
S14000087,Glasgow South,Scotland,Scotland,5.23%,3.48%,7.71%,43.70%,34.62%,52.79%,1.86%,0.63%,4.37%,2.83%,1.18%,6.37%,9.05%,5.08%,14.82%,2.59%,1.37%,4.30%,NA,NA,NA,33.99%,26.94%,40.55%, lean lab
S14000088,Glasgow South West,Scotland,Scotland,5.14%,3.23%,7.58%,44.62%,35.26%,53.95%,1.07%,0.35%,2.85%,2.63%,1.13%,6.13%,6.18%,3.07%,11.76%,2.86%,1.36%,5.80%,NA,NA,NA,36.75%,29.56%,44.53%, lean lab
S14000089,Glasgow West,Scotland,Scotland,5.42%,3.68%,7.62%,48.79%,40.50%,58.04%,1.90%,0.65%,4.87%,3.22%,1.46%,6.47%,3.70%,1.72%,7.15%,2.23%,1.21%,4.02%,NA,NA,NA,33.97%,27.32%,39.93%, likely lab
S14000090,Glenrothes and Mid Fife,Scotland,Scotland,7.64%,5.13%,10.43%,45.29%,35.41%,55.69%,2.58%,0.87%,6.15%,5.97%,2.67%,11.27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.75%,30.11%,45.50%, lean lab
S14000091,Gordon and Buchan,Scotland,Scotland,31.55%,25.54%,37.82%,21.44%,13.66%,31.22%,12.08%,6.36%,20.67%,3.76%,1.45%,8.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.36%,24.69%,35.54%, toss up
S14000092,Hamilton and Clyde Valley,Scotland,Scotland,11.00%,7.86%,14.20%,50.83%,42.35%,60.69%,2.00%,0.64%,5.02%,4.67%,2.22%,9.36%,NA,NA,NA,1.21%,0.77%,1.90%,NA,NA,NA,29.56%,23.30%,35.84%, strong lab
S14000093,Inverclyde and Renfrewshire West,Scotland,Scotland,7.51%,5.23%,9.94%,46.81%,37.67%,57.06%,2.23%,0.87%,5.52%,4.69%,2.16%,9.54%,2.53%,0.96%,5.73%,1.44%,0.85%,2.32%,NA,NA,NA,33.74%,27.00%,40.65%, likely lab
S14000094,"Inverness, Skye and West Ross-shire",Scotland,Scotland,11.15%,8.03%,14.03%,24.62%,17.97%,32.67%,20.21%,13.41%,27.92%,4.98%,2.48%,8.81%,1.82%,0.74%,3.80%,1.25%,0.75%,2.02%,NA,NA,NA,35.50%,29.49%,40.87%, likely snp
S14000095,Livingston,Scotland,Scotland,9.66%,6.98%,12.92%,44.18%,34.50%,55.37%,3.71%,1.42%,8.15%,6.96%,3.21%,13.70%,2.93%,1.16%,6.42%,1.14%,0.63%,1.96%,NA,NA,NA,30.27%,23.74%,37.27%, likely lab
S14000096,Lothian East,Scotland,Scotland,9.92%,3.94%,19.44%,53.67%,38.22%,69.48%,1.53%,0.29%,6.24%,2.94%,0.70%,9.87%,2.62%,0.62%,8.63%,2.47%,1.10%,5.04%,NA,NA,NA,24.40%,13.62%,36.33%, strong lab
S14000097,Mid Dunbartonshire,Scotland,Scotland,11.42%,7.86%,15.61%,20.67%,13.66%,29.63%,36.21%,26.56%,47.08%,1.73%,0.59%,4.81%,4.84%,2.30%,9.86%,1.22%,0.67%,2.23%,NA,NA,NA,22.98%,17.03%,29.01%, likely ld
S14000098,"Moray West, Nairn and Strathspey",Scotland,Scotland,25.60%,20.44%,30.78%,18.40%,12.22%,26.63%,7.60%,3.49%,14.00%,5.78%,2.58%,11.45%,3.13%,1.54%,6.42%,1.19%,0.68%,2.06%,NA,NA,NA,37.14%,31.59%,42.94%, likely snp
S14000099,"Motherwell, Wishaw and Carluke",Scotland,Scotland,8.88%,6.14%,12.03%,46.08%,36.02%,56.77%,3.27%,1.19%,7.71%,5.40%,2.35%,12.18%,2.16%,0.77%,5.28%,1.26%,0.77%,2.05%,NA,NA,NA,31.58%,25.08%,39.25%, likely lab
S14000100,North East Fife,Scotland,Scotland,9.10%,6.16%,12.32%,14.30%,8.97%,21.73%,41.64%,33.15%,50.74%,2.04%,0.85%,4.28%,3.12%,1.26%,7.23%,NA,NA,NA,NA,NA,NA,29.11%,22.47%,34.86%, likely ld
S14000101,Paisley and Renfrewshire North,Scotland,Scotland,8.19%,5.81%,11.07%,49.18%,40.59%,59.14%,2.17%,0.86%,5.24%,3.44%,1.41%,7.37%,2.94%,1.19%,6.32%,NA,NA,NA,NA,NA,NA,33.34%,26.14%,40.05%, likely lab
S14000102,Paisley and Renfrewshire South,Scotland,Scotland,7.99%,5.84%,10.87%,44.17%,34.89%,52.79%,2.56%,1.00%,5.78%,4.28%,1.84%,8.53%,2.27%,0.90%,4.84%,1.49%,0.84%,2.35%,NA,NA,NA,36.51%,30.24%,44.11%, lean lab
S14000103,Perth and Kinross-shire,Scotland,Scotland,25.68%,20.91%,30.64%,23.86%,17.35%,31.36%,8.12%,4.38%,13.64%,5.08%,2.39%,9.41%,NA,NA,NA,1.37%,0.85%,2.14%,NA,NA,NA,35.37%,30.07%,40.08%, lean snp
S14000104,Rutherglen,Scotland,Scotland,7.92%,5.39%,10.66%,53.97%,45.67%,62.90%,2.65%,0.93%,6.61%,2.72%,1.07%,6.05%,NA,NA,NA,1.51%,0.92%,2.36%,NA,NA,NA,30.66%,24.18%,37.57%, strong lab
S14000105,Stirling and Strathallan,Scotland,Scotland,17.30%,13.40%,21.95%,31.87%,23.53%,41.24%,4.73%,2.05%,9.18%,6.94%,3.51%,12.59%,2.77%,1.22%,5.61%,NA,NA,NA,NA,NA,NA,35.62%,29.59%,40.90%, toss up
S14000106,West Dunbartonshire,Scotland,Scotland,5.17%,3.36%,7.75%,51.21%,41.43%,60.71%,1.16%,0.34%,3.21%,3.13%,1.31%,7.06%,4.33%,1.86%,8.84%,1.34%,0.68%,2.69%,NA,NA,NA,32.68%,24.97%,40.97%, likely lab
W07000081,Aberafan Maesteg,Wales,Wales,13.45%,9.48%,18.12%,50.44%,40.48%,59.36%,2.92%,1.21%,6.97%,12.64%,7.40%,19.61%,5.60%,2.56%,12.01%,0.76%,0.37%,1.44%,12.67%,7.66%,21.04%,NA,NA,NA, strong lab
W07000082,Alyn and Deeside,Wales,Wales,25.74%,19.71%,31.90%,43.35%,33.76%,51.30%,3.84%,1.46%,8.44%,11.34%,5.84%,18.84%,6.97%,3.09%,15.65%,0.58%,0.33%,1.04%,6.95%,4.11%,12.10%,NA,NA,NA, likely lab
W07000083,Bangor Aberconwy,Wales,Wales,20.85%,15.33%,26.84%,42.21%,33.44%,51.21%,3.33%,1.35%,7.37%,11.31%,6.30%,18.50%,3.72%,1.41%,8.10%,0.72%,0.40%,1.30%,16.76%,10.53%,24.85%,NA,NA,NA, strong lab
W07000084,Blaenau Gwent and Rhymney,Wales,Wales,16.37%,11.05%,22.45%,60.85%,50.35%,70.41%,3.45%,1.11%,8.92%,NA,NA,NA,4.13%,1.52%,9.25%,0.86%,0.39%,1.78%,13.20%,6.47%,23.67%,NA,NA,NA, strong lab
W07000085,"Brecon, Radnor and Cwm Tawe",Wales,Wales,27.24%,20.86%,34.13%,23.68%,16.34%,31.91%,22.77%,14.72%,33.12%,10.78%,5.15%,19.26%,2.87%,1.06%,6.55%,0.40%,0.19%,0.82%,10.72%,5.25%,19.34%,NA,NA,NA, toss up
W07000086,Bridgend,Wales,Wales,24.54%,18.76%,30.00%,48.66%,41.19%,55.80%,2.91%,1.15%,6.41%,13.66%,7.96%,21.13%,3.29%,1.30%,7.17%,0.54%,0.30%,0.98%,5.53%,2.96%,9.74%,NA,NA,NA, strong lab
W07000087,Caerfyrddin,Wales,Wales,19.32%,13.57%,26.10%,24.95%,17.06%,33.92%,4.27%,1.73%,10.43%,9.68%,4.40%,17.07%,4.61%,1.83%,10.71%,0.56%,0.26%,1.24%,35.29%,26.09%,44.47%,NA,NA,NA, likely pc
W07000088,Caerphilly,Wales,Wales,14.71%,9.73%,20.25%,49.74%,40.72%,59.77%,1.81%,0.60%,4.96%,15.43%,8.94%,24.09%,3.86%,1.44%,9.40%,NA,NA,NA,12.93%,7.48%,20.71%,NA,NA,NA, strong lab
W07000089,Cardiff East,Wales,Wales,13.74%,9.97%,17.98%,57.52%,47.65%,66.16%,7.82%,4.04%,14.35%,6.87%,3.59%,11.94%,6.98%,3.17%,14.03%,2.06%,1.11%,3.70%,3.66%,1.45%,7.98%,NA,NA,NA, strong lab
W07000090,Cardiff North,Wales,Wales,20.06%,15.22%,25.24%,58.17%,50.43%,65.56%,4.82%,2.30%,9.95%,8.56%,4.48%,15.33%,4.06%,1.78%,8.52%,NA,NA,NA,3.28%,1.38%,6.75%,NA,NA,NA, strong lab
